CanonicalHyperCubeSet time,Z3ProductSet time,CanonicalHyperCubeSet outcome,Z3ProductSet outcome,description
9.390001650899649e-05,0.009736299980431795,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': [(0, 1000), 1234, 4321], 'negate_src_ports': True, 'dst_ports': [(0, 1000), 1234, 4321], 'negate_dst_ports': True, 'methods': None, 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list2=[]>"
0.0001173000200651586,0.016326199984177947,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': [443], 'negate_src_ports': False, 'dst_ports': [443], 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': ['/server/request'], 'negate_paths': False, 'hosts': ['/us/*'], 'negate_hosts': False}]; deny_list2=[]>"
0.00019719998817890882,0.036231899983249605,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': [443, 444], 'negate_src_ports': False, 'dst_ports': [443, 444], 'negate_dst_ports': False, 'methods': ['GET', 'PUT', 'POST', 'DELETE'], 'negate_methods': False, 'paths': ['/server/request', '/server/update', '/server2/*'], 'negate_paths': False, 'hosts': ['/us/*', '/canada/*'], 'negate_hosts': False}]; deny_list2=[]>"
0.00014249997911974788,0.08340189995942637,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': [(1024, 2048), (4000, 6000)], 'negate_src_ports': False, 'dst_ports': [(1024, 4000), (400, 600), 5555], 'negate_dst_ports': False, 'methods': ['GET', 'PUT'], 'negate_methods': False, 'paths': ['/server2/*', '*/update'], 'negate_paths': True, 'hosts': ['/canada/*', '/us/*', '/my/funny/cat'], 'negate_hosts': False}]; deny_list2=[]>"
0.00047369999811053276,0.07088680000742897,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': [(1024, 2048), (4000, 6000), 6002, 6007], 'negate_src_ports': False, 'dst_ports': [(1024, 4000), (400, 600), 5555, 17, 42], 'negate_dst_ports': True, 'methods': ['GET', 'DELETE'], 'negate_methods': False, 'paths': ['/server2/update', '*/update', '*/request', '/server3/fun'], 'negate_paths': False, 'hosts': ['/canada/*', '/us/*', '/my/funny/cat'], 'negate_hosts': True}]; deny_list2=[]>"
0.0004330999800004065,0.08712639997247607,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': [(0, 13107), (26214, 39321), (52428, 65536)], 'negate_src_ports': False, 'dst_ports': [(0, 21845), (43690, 65536)], 'negate_dst_ports': False, 'methods': None, 'negate_methods': False, 'paths': ['/server2/*', '*/update', '*/request', '/server3/fun', '/server1/not/fun'], 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list2=[]>"
0.00038549996679648757,0.05820059997495264,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': [11, 111, 1, 22, 2, 222, (1024, 2048), (4000, 6000), 6002, 6007], 'negate_src_ports': False, 'dst_ports': [(1024, 4000), (400, 600), 5555, 17, 42, 11, 1], 'negate_dst_ports': False, 'methods': None, 'negate_methods': False, 'paths': ['/server2/*', '*/update', '/server3/fun'], 'negate_paths': False, 'hosts': ['/canada/*', '/my/funny/cat'], 'negate_hosts': False}]; deny_list2=[]>"
0.0001829999964684248,0.16160110000055283,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': [(1024, 1048), (2024, 2048), (4000, 5005), 6002, 6007], 'negate_src_ports': False, 'dst_ports': [1, 2, 3, 123, (1024, 4000), (400, 600), 5555, 17, 42], 'negate_dst_ports': False, 'methods': ['GET', 'DELETE', 'PUT'], 'negate_methods': False, 'paths': ['*/fun', '/server/*', '/server1/*'], 'negate_paths': True, 'hosts': ['/canada/*', '/us/newyork/*', '/france/paris/*'], 'negate_hosts': False}]; deny_list2=[]>"
0.0004847000236622989,0.050531000015325844,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': [(1024, 2048), (4000, 6000), 6002, 6007], 'negate_src_ports': False, 'dst_ports': [(1024, 4000), (400, 600), 5555, 17, 42], 'negate_dst_ports': True, 'methods': ['PUT', 'DELETE', 'CONNECT'], 'negate_methods': False, 'paths': ['*/update', '*/request', '/server3/*'], 'negate_paths': False, 'hosts': ['/my/funny/cat'], 'negate_hosts': False}]; deny_list2=[]>"
0.00020969996694475412,0.015519400010816753,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}, {'src_ports': [(0, 1000), 1234, 4321], 'negate_src_ports': True, 'dst_ports': [(0, 1000), 1234, 4321], 'negate_dst_ports': True, 'methods': None, 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list2=[]>"
0.000514600018505007,0.020894200017210096,False,False,"<allow_list1=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list1=[],allow_list2=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}, {'src_ports': [(0, 1000), 1234, 4321], 'negate_src_ports': True, 'dst_ports': [(0, 1000), 1234, 4321], 'negate_dst_ports': True, 'methods': None, 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}, {'src_ports': [443], 'negate_src_ports': False, 'dst_ports': [443], 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': ['/server/request'], 'negate_paths': False, 'hosts': ['/us/*'], 'negate_hosts': False}]; deny_list2=[]>"
