CanonicalHyperCubeSet time,HyperCubeSetDD time,CanonicalHyperCubeSet outcome,HyperCubeSetDD outcome,description
5.800003418698907e-05,6.000000030326191e-05,False,False,"<allow_list=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list=[]>"
7.180002285167575e-05,6.810000013501849e-05,False,False,"<allow_list=[{'src_ports': [(0, 1000), 1234, 4321], 'negate_src_ports': True, 'dst_ports': [(0, 1000), 1234, 4321], 'negate_dst_ports': True, 'methods': None, 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list=[]>"
0.02432640001643449,0.022529599998961203,False,False,"<allow_list=[{'src_ports': [443], 'negate_src_ports': False, 'dst_ports': [443], 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': ['/server/request'], 'negate_paths': False, 'hosts': ['/us/*'], 'negate_hosts': False}]; deny_list=[]>"
0.09558470000047237,0.09445519999826502,False,False,"<allow_list=[{'src_ports': [443, 444], 'negate_src_ports': False, 'dst_ports': [443, 444], 'negate_dst_ports': False, 'methods': ['GET', 'PUT', 'POST', 'DELETE'], 'negate_methods': False, 'paths': ['/server/request', '/server/update', '/server2/*'], 'negate_paths': False, 'hosts': ['/us/*', '/canada/*'], 'negate_hosts': False}]; deny_list=[]>"
0.13547350000590086,0.13114589999895543,False,False,"<allow_list=[{'src_ports': [(1024, 2048), (4000, 6000)], 'negate_src_ports': False, 'dst_ports': [(1024, 4000), (400, 600), 5555], 'negate_dst_ports': False, 'methods': ['GET', 'PUT'], 'negate_methods': False, 'paths': ['/server2/*', '*/update'], 'negate_paths': True, 'hosts': ['/canada/*', '/us/*', '/my/funny/cat'], 'negate_hosts': False}]; deny_list=[]>"
0.21479319996433333,0.2076006999996025,False,False,"<allow_list=[{'src_ports': [(1024, 2048), (4000, 6000), 6002, 6007], 'negate_src_ports': False, 'dst_ports': [(1024, 4000), (400, 600), 5555, 17, 42], 'negate_dst_ports': True, 'methods': ['GET', 'DELETE'], 'negate_methods': False, 'paths': ['/server2/update', '*/update', '*/request', '/server3/fun'], 'negate_paths': False, 'hosts': ['/canada/*', '/us/*', '/my/funny/cat'], 'negate_hosts': True}]; deny_list=[]>"
0.18392170005245134,0.18038159999923664,False,False,"<allow_list=[{'src_ports': [(0, 13107), (26214, 39321), (52428, 65536)], 'negate_src_ports': False, 'dst_ports': [(0, 21845), (43690, 65536)], 'negate_dst_ports': False, 'methods': None, 'negate_methods': False, 'paths': ['/server2/*', '*/update', '*/request', '/server3/fun', '/server1/not/fun'], 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list=[]>"
0.06501030002254993,0.06571299999995972,False,False,"<allow_list=[{'src_ports': [11, 111, 1, 22, 2, 222, (1024, 2048), (4000, 6000), 6002, 6007], 'negate_src_ports': False, 'dst_ports': [(1024, 4000), (400, 600), 5555, 17, 42, 11, 1], 'negate_dst_ports': False, 'methods': None, 'negate_methods': False, 'paths': ['/server2/*', '*/update', '/server3/fun'], 'negate_paths': False, 'hosts': ['/canada/*', '/my/funny/cat'], 'negate_hosts': False}]; deny_list=[]>"
0.311092899995856,0.28992400000061025,False,False,"<allow_list=[{'src_ports': [(1024, 1048), (2024, 2048), (4000, 5005), 6002, 6007], 'negate_src_ports': False, 'dst_ports': [1, 2, 3, 123, (1024, 4000), (400, 600), 5555, 17, 42], 'negate_dst_ports': False, 'methods': ['GET', 'DELETE', 'PUT'], 'negate_methods': False, 'paths': ['*/fun', '/server/*', '/server1/*'], 'negate_paths': True, 'hosts': ['/canada/*', '/us/newyork/*', '/france/paris/*'], 'negate_hosts': False}]; deny_list=[]>"
0.12869290000526235,0.12331690000064555,False,False,"<allow_list=[{'src_ports': [(1024, 2048), (4000, 6000), 6002, 6007], 'negate_src_ports': False, 'dst_ports': [(1024, 4000), (400, 600), 5555, 17, 42], 'negate_dst_ports': True, 'methods': ['PUT', 'DELETE', 'CONNECT'], 'negate_methods': False, 'paths': ['*/update', '*/request', '/server3/*'], 'negate_paths': False, 'hosts': ['/my/funny/cat'], 'negate_hosts': False}]; deny_list=[]>"
0.00021359999664127827,0.00012740000056510326,False,False,"<allow_list=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}, {'src_ports': [(0, 1000), 1234, 4321], 'negate_src_ports': True, 'dst_ports': [(0, 1000), 1234, 4321], 'negate_dst_ports': True, 'methods': None, 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}]; deny_list=[]>"
0.05642730003455654,0.00025829999867710285,False,False,"<allow_list=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}, {'src_ports': [(0, 1000), 1234, 4321], 'negate_src_ports': True, 'dst_ports': [(0, 1000), 1234, 4321], 'negate_dst_ports': True, 'methods': None, 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}, {'src_ports': [443], 'negate_src_ports': False, 'dst_ports': [443], 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': ['/server/request'], 'negate_paths': False, 'hosts': ['/us/*'], 'negate_hosts': False}]; deny_list=[]>"
0.22942210000474006,0.020661799999288633,False,False,"<allow_list=[{'src_ports': None, 'negate_src_ports': False, 'dst_ports': None, 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}, {'src_ports': [(0, 1000), 1234, 4321], 'negate_src_ports': True, 'dst_ports': [(0, 1000), 1234, 4321], 'negate_dst_ports': True, 'methods': None, 'negate_methods': False, 'paths': None, 'negate_paths': False, 'hosts': None, 'negate_hosts': False}, {'src_ports': [443], 'negate_src_ports': False, 'dst_ports': [443], 'negate_dst_ports': False, 'methods': ['GET'], 'negate_methods': False, 'paths': ['/server/request'], 'negate_paths': False, 'hosts': ['/us/*'], 'negate_hosts': False}, {'src_ports': [443, 444], 'negate_src_ports': False, 'dst_ports': [443, 444], 'negate_dst_ports': False, 'methods': ['GET', 'PUT', 'POST', 'DELETE'], 'negate_methods': False, 'paths': ['/server/request', '/server/update', '/server2/*'], 'negate_paths': False, 'hosts': ['/us/*', '/canada/*'], 'negate_hosts': False}]; deny_list=[]>"
